exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score
99,30,rectangle,low,none,158.0,0.9132947976878613
78,196,rectangle,low,none,553.0,0.9125412541254125
99,204,rectangle,low,none,155.0,0.8959537572254336
99,181,rectangle,low,none,139.0,0.8034682080924855
99,5,rectangle,low,none,165.0,0.8823529411764706
99,110,rectangle,low,none,147.0,0.8497109826589595
99,38,rectangle,low,none,206.0,0.9493087557603687
99,28,rectangle,low,none,246.0,0.8817204301075269
99,201,rectangle,low,none,162.0,0.9364161849710982
77,196,rectangle,low,none,555.0,0.9158415841584159
99,96,rectangle,low,none,199.0,0.8923766816143498
101,3,rectangle,low,none,143.0,0.9050632911392406
99,163,rectangle,low,none,164.0,0.9479768786127167
101,36,rectangle,low,none,134.0,0.8481012658227848
99,189,rectangle,low,none,155.0,0.8659217877094972
101,12,rectangle,low,none,138.0,0.8734177215189873
101,93,rectangle,low,none,139.0,0.879746835443038
101,5,rectangle,low,none,171.0,0.9144385026737968
101,30,rectangle,low,none,149.0,0.9430379746835443
101,204,rectangle,low,none,137.0,0.8670886075949367
101,181,rectangle,low,none,137.0,0.8670886075949367
101,110,rectangle,low,none,149.0,0.9430379746835443
101,38,rectangle,low,none,203.0,0.9354838709677419
94,196,rectangle,low,none,558.0,0.9207920792079208
99,211,rectangle,low,none,240.0,0.8108108108108109
101,201,rectangle,low,none,141.0,0.8924050632911392
101,96,rectangle,low,none,202.0,0.905829596412556
101,28,rectangle,low,none,248.0,0.8888888888888888
99,154,rectangle,low,none,292.0,0.8295454545454546
101,163,rectangle,low,none,151.0,0.949685534591195
101,189,rectangle,low,none,162.0,0.9050279329608939
104,93,rectangle,low,none,258.0,0.9084507042253521
79,196,rectangle,low,none,555.0,0.9158415841584159
104,36,rectangle,low,none,251.0,0.8838028169014085
101,154,rectangle,low,none,310.0,0.8806818181818182
104,12,rectangle,low,none,252.0,0.8873239436619719
101,211,rectangle,low,none,257.0,0.8682432432432432
104,3,rectangle,low,none,245.0,0.8626760563380281
104,181,rectangle,low,none,248.0,0.8732394366197183
104,30,rectangle,low,none,253.0,0.8908450704225352
104,110,rectangle,low,none,242.0,0.852112676056338
99,196,rectangle,low,none,552.0,0.9108910891089109
104,5,rectangle,low,none,253.0,0.8908450704225352
104,163,rectangle,low,none,252.0,0.8873239436619719
104,204,rectangle,low,none,266.0,0.9366197183098591
107,3,rectangle,low,none,184.0,0.8846153846153846
104,38,rectangle,low,none,264.0,0.9295774647887324
107,36,rectangle,low,none,184.0,0.8846153846153846
107,12,rectangle,low,none,191.0,0.9182692307692307
107,30,rectangle,low,none,189.0,0.9086538461538461
104,189,rectangle,low,none,253.0,0.8908450704225352
107,93,rectangle,low,none,188.0,0.9038461538461539
104,28,rectangle,low,none,270.0,0.9507042253521126
107,38,rectangle,low,none,206.0,0.9493087557603687
107,181,rectangle,low,none,171.0,0.8221153846153846
104,201,rectangle,low,none,251.0,0.8838028169014085
107,110,rectangle,low,none,186.0,0.8942307692307693
107,5,rectangle,low,none,187.0,0.8990384615384616
107,163,rectangle,low,none,187.0,0.8990384615384616
107,204,rectangle,low,none,190.0,0.9134615384615384
107,28,rectangle,low,none,243.0,0.8709677419354839
104,96,rectangle,low,none,254.0,0.8943661971830986
101,196,rectangle,low,none,556.0,0.9174917491749175
107,189,rectangle,low,none,184.0,0.8846153846153846
104,211,rectangle,low,none,278.0,0.9391891891891891
107,201,rectangle,low,none,191.0,0.9182692307692307
124,36,rectangle,low,none,191.0,0.8761467889908257
107,96,rectangle,low,none,212.0,0.9506726457399103
124,93,rectangle,low,none,191.0,0.8761467889908257
124,12,rectangle,low,none,185.0,0.8486238532110092
104,154,rectangle,low,none,311.0,0.8835227272727273
124,3,rectangle,low,none,180.0,0.8256880733944955
124,30,rectangle,low,none,189.0,0.8669724770642202
124,5,rectangle,low,none,210.0,0.963302752293578
124,204,rectangle,low,none,203.0,0.9311926605504587
124,181,rectangle,low,none,190.0,0.8715596330275229
124,38,rectangle,low,none,206.0,0.944954128440367
124,110,rectangle,low,none,186.0,0.8532110091743119
107,211,rectangle,low,none,256.0,0.8648648648648649
124,201,rectangle,low,none,190.0,0.8715596330275229
124,163,rectangle,low,none,199.0,0.9128440366972477
107,154,rectangle,low,none,311.0,0.8835227272727273
124,96,rectangle,low,none,203.0,0.9103139013452914
124,189,rectangle,low,none,207.0,0.9495412844036697
124,28,rectangle,low,none,262.0,0.9390681003584229
126,3,rectangle,low,none,277.0,0.9295302013422819
126,36,rectangle,low,none,271.0,0.9093959731543624
126,30,rectangle,low,none,277.0,0.9295302013422819
126,12,rectangle,low,none,263.0,0.8825503355704698
126,93,rectangle,low,none,279.0,0.9362416107382551
124,154,rectangle,low,none,301.0,0.8551136363636364
107,196,rectangle,low,none,561.0,0.9257425742574258
126,204,rectangle,low,none,278.0,0.9328859060402684
124,211,rectangle,low,none,260.0,0.8783783783783784
126,5,rectangle,low,none,268.0,0.8993288590604027
104,196,rectangle,low,none,563.0,0.929042904290429
126,181,rectangle,low,none,272.0,0.912751677852349
126,38,rectangle,low,none,275.0,0.9228187919463087
126,110,rectangle,low,none,275.0,0.9228187919463087
126,201,rectangle,low,none,266.0,0.8926174496644296
126,28,rectangle,low,none,286.0,0.959731543624161
126,163,rectangle,low,none,279.0,0.9362416107382551
128,3,rectangle,low,none,210.0,0.8641975308641975
128,36,rectangle,low,none,212.0,0.8724279835390947
126,189,rectangle,low,none,265.0,0.889261744966443
128,12,rectangle,low,none,210.0,0.8641975308641975
128,93,rectangle,low,none,220.0,0.9053497942386831
126,96,rectangle,low,none,285.0,0.9563758389261745
128,30,rectangle,low,none,217.0,0.8930041152263375
128,204,rectangle,low,none,219.0,0.9012345679012346
128,181,rectangle,low,none,199.0,0.8189300411522634
128,5,rectangle,low,none,206.0,0.8477366255144033
128,110,rectangle,low,none,208.0,0.8559670781893004
128,163,rectangle,low,none,208.0,0.8559670781893004
128,28,rectangle,low,none,248.0,0.8888888888888888
128,38,rectangle,low,none,234.0,0.9629629629629629
128,96,rectangle,low,none,205.0,0.8436213991769548
126,211,rectangle,low,none,294.0,0.9865771812080537
128,201,rectangle,low,none,213.0,0.8765432098765432
124,196,rectangle,low,none,550.0,0.9075907590759076
128,189,rectangle,low,none,195.0,0.8024691358024691
126,154,rectangle,low,none,333.0,0.9460227272727273
132,3,rectangle,low,none,371.0,0.9070904645476773
