exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
81,59,vehicle,medium,none,0.9896979596683888,0.7544776704745868,0.9862955601241395,0.9250331803261692,0.6451612903225807,Java_medium_Java_none_results.csv
81,141,vehicle,medium,none,0.9911250444715412,0.7960959282930039,0.9866551230313608,0.8563172234388283,0.6376262626262627,Java_medium_Java_none_results.csv
75,154,vehicle,medium,none,0.990683675070274,0.6645365578221221,0.987042003377762,0.9180677355464368,0.604212373848179,Java_medium_Java_none_results.csv
75,196,vehicle,medium,none,0.9883106008987412,0.6933859447082181,0.9833704298570228,0.8901631493858015,0.6285714285714284,Java_medium_Java_none_results.csv
83,28,vehicle,medium,none,0.9923718320698666,0.7070811557744925,0.9891830537786692,0.9248152410355176,0.6451612903225807,Java_medium_Java_none_results.csv
83,5,vehicle,medium,none,0.993630891459724,0.709491151217085,0.9905193965948432,0.8919970068305254,0.6956521739130435,Java_medium_Java_none_results.csv
81,211,vehicle,medium,none,0.9924237085142764,0.7454035545570173,0.9900212688843576,0.864925674363167,0.6410256410256411,Java_medium_Java_none_results.csv
83,3,vehicle,medium,none,0.993268237263073,0.6943017278572897,0.9917873803198548,0.9063328104111984,0.7058823529411764,Java_medium_Java_none_results.csv
83,93,vehicle,medium,none,0.9916247951254024,0.6446716342096939,0.9860507293686164,0.8389439125355791,0.6944444444444445,Java_medium_Java_none_results.csv
83,36,vehicle,medium,none,0.9928588483520162,0.6679456276046977,0.9903639737686312,0.8920696520196998,0.7,Java_medium_Java_none_results.csv
83,30,vehicle,medium,none,0.9922252487177028,0.6358403377586491,0.9911983658557418,0.9072377496051306,0.6885775862068966,Java_medium_Java_none_results.csv
83,110,vehicle,medium,none,0.993178445632926,0.7077625483539365,0.9908953496630868,0.9137953365654152,0.6956521739130435,Java_medium_Java_none_results.csv
83,204,vehicle,medium,none,0.9897407152789656,0.5447228053845021,0.9830433924659384,0.8906945454515447,0.7777777777777779,Java_medium_Java_none_results.csv
81,12,vehicle,medium,none,0.9921217098756124,0.7501586022962131,0.9881350528824344,0.8916222516610673,0.6410256410256411,Java_medium_Java_none_results.csv
83,201,vehicle,medium,none,0.99283039186489,0.6546822564283024,0.9893380493354444,0.91375768978294,0.6799999999999999,Java_medium_Java_none_results.csv
83,189,vehicle,medium,none,0.9925634381494176,0.6993142891679209,0.9895034134026846,0.9124554516850544,0.5999999999999999,Java_medium_Java_none_results.csv
83,181,vehicle,medium,none,0.9932588586701084,0.657997176136865,0.989462493388219,0.8716921276278883,0.6799999999999999,Java_medium_Java_none_results.csv
83,106,vehicle,medium,none,0.991295952585272,0.7013218451817664,0.9886487548837076,0.9303051548621696,0.738095238095238,Java_medium_Java_none_results.csv
83,216,vehicle,medium,none,0.9910224644854212,0.6706685779247916,0.9864527806818896,0.944591367346855,0.7037037037037037,Java_medium_Java_none_results.csv
83,141,vehicle,medium,none,0.9918538884722364,0.77499283659952,0.9886279558216748,0.9014860058149692,0.625,Java_medium_Java_none_results.csv
83,163,vehicle,medium,none,0.9906406497505856,0.7437565918873879,0.9884578851980166,0.9205528071478816,0.6666666666666667,Java_medium_Java_none_results.csv
83,116,vehicle,medium,none,0.9935568743773466,0.7387926683287931,0.9909501783265554,0.9183648595711956,0.6486486486486487,Java_medium_Java_none_results.csv
83,96,vehicle,medium,none,0.9915919123967928,0.7439350860860948,0.990130120496895,0.9295919123947408,0.6324675324675324,Java_medium_Java_none_results.csv
84,28,vehicle,medium,none,0.9933869061584256,0.733421015738786,0.9913118368298116,0.9546960209571718,0.6530100334448161,Java_medium_Java_none_results.csv
84,3,vehicle,medium,none,0.9935480537462535,0.7649968865596266,0.9926528716261752,0.9130509919405788,0.7272727272727273,Java_medium_Java_none_results.csv
83,59,vehicle,medium,none,0.9913148241672718,0.747163754266071,0.9888755209816784,0.9219727376430068,0.6551724137931034,Java_medium_Java_none_results.csv
84,5,vehicle,medium,none,0.993480126707326,0.7458738427402936,0.991001201692514,0.9226952452201274,0.7241014799154335,Java_medium_Java_none_results.csv
